Country,Year,Exports of goods and services (current US$),External balance on goods and services (current US$),Final consumption expenditure (% of GDP),Migrant remittance inflows (% of GDP),GDP (current US$),GDP growth (annual %),"GDP per capita, PPP (current international $)",GNI (current US$),Imports of goods and services (current US$)
Kenya,1978-01-01,1534663179.45175,-517246955.947402,80.010537973294,0.239055875658624,5303734882.5116,6.91249354626197,,5116186699.47144,2051910135.39915
Kenya,1979-01-01,1605552323.52448,-365202286.554061,83.7009698738306,0.283237490333271,6234390975.29871,7.61522604591983,,6009860944.12503,1970754610.07855
Kenya,1980-01-01,2144500526.72449,-463735451.491453,81.8289711805242,0.178074562100395,7265315331.62273,5.5919762059677,,7043415251.57463,2608235978.21595
Kenya,1981-01-01,2087869962.01704,-230339915.343754,80.3244324045408,0.108036635703597,6854491453.91471,3.77354419402822,,6639891414.36481,2318209877.3608
Kenya,1982-01-01,1714496080.36751,-315199172.354225,81.9360606310803,0.109611973611044,6431579357.30273,1.50647825757706,,6177179941.41386,2029695252.72173
Kenya,1983-01-01,1551597959.74891,-135299729.189497,79.5659373657218,0.0954867436688125,5979198463.82274,1.3090502411486,,5788798702.20208,1686897688.93841
Kenya,1984-01-01,1656202769.96755,-328400773.573488,81.6066766320121,0.0941254513031959,6191437070.43467,1.75521697703473,,5987636718.33512,1984603543.54104
Kenya,1985-01-01,1552098224.32647,-297400000.205871,75.702637394903,0.103162731269232,6135034338.30431,4.30056181879613,,5925734552.4154,1849498224.53234
Kenya,1986-01-01,1871195192.4321,-292799151.967812,78.2418385121088,0.138770409039852,7239126716.93219,7.17755539065963,,6999527333.43981,2163994344.39991
Kenya,1987-01-01,1698200957.28674,-405900111.367766,80.8220452317016,0.131904193385325,7970820530.76691,5.93710744420895,,7690920392.05099,2104101068.6545
Kenya,1988-01-01,1869200100.29808,-437199897.448034,79.9477866021489,0.144317874807117,8355380879.12955,6.20318382314591,,8031680877.43913,2306399997.74611
Kenya,1989-01-01,1907852234.54001,-587299199.25337,86.9416874359244,0.135560118586485,8283114648.38116,4.69034876792047,,8038979096.65668,2495151433.79338
Kenya,1990-01-01,2202462461.615,-483112595.517009,81.0321042819505,0.0916340131422029,8572359162.86876,4.19205097155167,1708.98730447745,8206604541.75836,2685575057.13201
Kenya,1991-01-01,2204295652.39519,-123448966.113936,80.2857215189738,0.0470944866218481,8151488881.9683,1.43834679171559,1735.54907960673,7777934915.58777,2327744618.50913
Kenya,1992-01-01,2155745807.83338,-33667387.1319859,82.9865234663195,1.01712139460585,8209120678.11342,-0.799493958641349,1708.23755694137,7854629242.47677,2189413194.96537
Kenya,1993-01-01,2237653790.71746,284643206.478012,77.6059319028015,,5751786609.50323,0.353197256227247,1704.03050080194,5391612266.95938,1953010584.23944
Kenya,1994-01-01,2647694302.86844,201180098.509248,77.5713135607172,0.99835810728649,7148148564.04239,2.632784517837,1735.53045899454,6785824880.47625,2446514204.35919
Kenya,1995-01-01,2948349649.84656,-593650216.638203,84.1046572005452,0.967220385270164,9046320196.77295,4.40621652482287,1798.74762302391,8726165212.14989,3541999866.48476
Kenya,1996-01-01,3035630607.55927,-832478536.236333,91.2501199131393,0.726746298669344,12045865466.4343,4.14683926876013,1856.70169082867,11819964932.0726,3868109143.7956
Kenya,1997-01-01,2975493123.33557,-1139017859.84633,92.7156882981334,3.86264284783903,13115764432.7232,0.474901921293579,1847.60912233132,12943569772.8418,4114510983.18189
Kenya,1998-01-01,2842655387.82143,-1206265938.00887,93.9439699805432,3.77403743889552,14093998843.7334,3.29021372249065,1878.67312767912,13964091742.6329,4048921325.8303
Kenya,1999-01-01,2686591722.90656,-841697406.822917,94.3333262434622,4.53515679109042,12896010520.4958,2.30538859522412,1895.22803268668,12723147888.6608,3528289129.72948
Kenya,2000-01-01,2742776503.1755,-1287547746.35122,93.3450638218568,,12705350153.4012,0.599695390807426,1893.76401958206,12575570058.8498,4030324249.52672
Kenya,2001-01-01,2977896209.54367,-1309467862.13884,95.543220537511,0.392071913845016,12986007425.8781,3.77990649795343,1949.66935022152,12838507613.6252,4287364071.68251
Kenya,2002-01-01,3273519946.30206,-706917927.253598,95.692470249852,0.434625975399335,13147736954.17,0.546859530175595,1931.39492994092,13026151070.218,3980437873.55566
Kenya,2003-01-01,3590023638.48266,-888105847.726031,95.2504987709647,0.441781191070183,14904517649.8476,2.93247554570904,1967.99418440774,14738442156.8305,4478129486.20869
Kenya,2004-01-01,4283010819.23566,-1007002543.77079,93.3847538586974,2.3349103722412,16095337093.8366,5.10429977629738,2061.41530986453,15953749659.6096,5290013363.00645
Kenya,2005-01-01,5341992261.31379,-1397997974.78785,92.779600558018,2.26808313746008,18737895400.78,5.90666607980057,2185.60266227904,18731701164.5777,6739990236.10164
Kenya,2006-01-01,5935978409.87516,-2393148428.27068,90.5787788775865,2.53490857382674,25825512277.8911,6.47249430015484,2328.56070406947,25755429871.7893,8329126838.14583
Kenya,2007-01-01,7004914019.51347,-3213973760.20536,89.4842724262777,2.36888803089184,31958195182.2406,6.85072976998784,2480.65158815105,31814012977.2897,10218887779.7188
Kenya,2008-01-01,8138887724.37561,-4390150819.72901,91.0015392310611,2.19040408825607,35895153327.8497,0.232282744812977,2459.72774223816,35863494628.8632,12529038544.1046
Kenya,2009-01-01,7950667080.35991,-3555176336.7463,86.0289372281831,2.06492244837359,42347217912.9176,3.30693981631089,2482.75098555866,36976859034.0263,11505843417.1062
Kenya,2010-01-01,9137589309.83513,-4606657594.04672,85.7786931952424,2.12980325414839,45405615233.0693,8.05847360290906,2639.63477419107,39852485128.6315,13744246903.8818
Kenya,2011-01-01,10100126373.1014,-7172553511.33288,88.6963983784799,2.77849553197632,46869473165.8905,5.1211061197056,2758.24150950404,41961926478.2299,17272679884.4343
Kenya,2012-01-01,11203175932.5972,-6707709349.29525,87.4728954640164,,56396704833.4676,4.56867961444982,2870.68026078071,50187341615.2819,17910885281.8924
Kenya,2013-01-01,10972694040.0623,-7326740676.48601,88.3395885242883,,61671440480.6895,3.7978483925754,3147.94928383178,54496773215.6772,18299434716.5483
Kenya,2014-01-01,11248585762.161,-9030714959.7127,87.8105410958162,,68285796662.6532,5.02011100232484,3421.24596070054,60579831407.1569,20279300721.8737
Kenya,2015-01-01,10608335787.6508,-7061070698.41861,88.2434379474391,,70120446663.6256,4.96772112759767,3763.76368561997,63195135895.7049,17669406486.0694
Kenya,2016-01-01,9912815625.28141,-6258683277.75584,89.0170901904435,,74815143796.3978,4.21351706814744,4025.84174664847,73804817832.0419,16171498903.0372
Kenya,2017-01-01,10448711466.8033,-8631666772.97531,90.2480409967895,,82036511258.8324,3.83795817364721,4312.90891724989,80475459204.4316,19080378239.7786
Kenya,2018-01-01,11564075000.7809,-8603277966.62157,89.4515972547797,,92202979940.671,5.64794640709219,4572.14993656962,90812279931.0953,20167352967.4024
Kenya,2019-01-01,11471244297.074,-8937167330.88654,89.593459563827,,100378435824.178,5.11415885767801,4796.3540950586,98773634212.8177,20408411627.9605
Kenya,2020-01-01,9703786092.1431,-8007857704.10154,88.9170243404849,,100657505600.655,-0.272766327438816,4749.27696689267,98922018084.9701,17711643796.2446
Kenya,2021-01-01,11819671055.6091,-10027923175.8357,87.6430107530458,,109703659312.872,7.59048947333467,5236.61216265411,107868961809.029,21847594231.4448
Kenya,2022-01-01,13854529473.3502,-10547000062.7833,88.6504487468152,,113420008178.793,4.8466348557707,5763.91009193441,111679130842.025,24401529536.1335
Rwanda,1960-01-01,14800000.0148,2800000.0028,91.5965832074118,,119000024.119,,,119000024.119,12000000.012
Rwanda,1961-01-01,14000000.014,2000000.002,91.8032912389126,,122000016.122,-4.29752604716882,,122000016.122,12000000.012
Rwanda,1962-01-01,11600000.0116,-4400000.0044,95.520016286719,,125000008.125,11.3337983683921,,125000008.125,16000000.016
Rwanda,1963-01-01,7600000.0076,-8600002.0086,98.90623125,,128000000.128,-9.82044441326353,,128000000.128,16200002.0162
Rwanda,1964-01-01,15600000.0156,-800000.0008,92.3077042603556,,129999994.13,-12.4649926826697,,129999994.13,16400000.0164
Rwanda,1965-01-01,18000000.018,-7200000.0072,95.0268756756553,,148799980.1488,7.00952925506135,,148799980.1488,25200000.0252
Rwanda,1966-01-01,14045713.1569029,-10857145.1537143,99.0546979675751,,124525702.981669,7.00891082275248,,124525702.981669,24902858.3106171
Rwanda,1967-01-01,16773000.016773,-7820001.00782,97.593382071441,,159560018.15956,6.91601751004309,,159560018.15956,24593001.024593
Rwanda,1968-01-01,15049999.01505,-11020002.01102,98.2113817200646,,172200018.1722,7.01378092758222,,172200018.1722,26070001.02607
Rwanda,1969-01-01,14489999.01449,-12600000.0126,100.052994690192,,188700037.1887,11.0073701490995,,188700037.1887,27089999.02709
Rwanda,1970-01-01,25299999.0253,-8200002.0082,96.680302955517,,219900006.2199,6.00142524653707,,220000006.22,33500001.0335
Rwanda,1971-01-01,22766631.3638916,-14843441.8212403,97.5258609541315,,222952503.884321,1.20664070133128,,222952206.012549,37610073.1851319
Rwanda,1972-01-01,20411486.9121237,-19651483.6541463,98.4141034683384,,246457838.604265,0.263068266744938,,246557838.604373,40062970.56627
Rwanda,1973-01-01,33721790.5122873,-5362120.78520784,92.4180341154932,,290746157.492369,3.43808814067212,,288126157.96588,39083911.2974952
Rwanda,1974-01-01,37535558.2204488,-28286131.7401335,98.7099048791891,,308458423.183854,1.40982357368419,,305608423.452734,65821689.9605823
Rwanda,1975-01-01,52450643.3784826,-48766032.7187317,94.7886959387943,,571863503.008491,-2.11382542441716,,568583503.38019,101216676.097214
Rwanda,1976-01-01,92977837.5674812,-30717758.1599963,90.9972588151736,0.0387910146260827,637753856.053117,19.5045771725013,,634174707.497996,123695595.727478
Rwanda,1977-01-01,106530362.944676,-25329626.713279,88.328922564787,0.157755139234903,746650611.312185,1.99410948121863,,742886111.921261,131859989.657955
Rwanda,1978-01-01,133872841.16074,-81687005.3333345,92.4120914601348,0.239358392407124,905709080.930258,9.15084081573956,,901082015.487096,215559846.494074
Rwanda,1979-01-01,233473688.29249,-18917846.7355762,89.6745397122823,0.431527501654854,1109346136.6514,11.869908038006,,1106636674.3649,252391535.028067
Rwanda,1980-01-01,181144512.893076,-149888673.585104,95.8051673147705,0.269469396237198,1254765643.15406,8.95161232957594,,1256567128.28582,331033186.47818
Rwanda,1981-01-01,138251006.517407,-167851645.235306,98.6301377905262,0.277234183669079,1407062526.28631,5.43619947874051,,1416137710.22063,306102651.752713
Rwanda,1982-01-01,162572589.657566,-177283533.983847,94.819711667237,0.510087203042028,1407243132.61664,1.8108464472455,,1418217131.72823,339856123.641414
Rwanda,1983-01-01,171373975.450385,-135794220.170289,95.6466349871609,0.232085459282105,1479687583.13507,5.98034993446103,,1483712834.04195,307168195.620674
Rwanda,1984-01-01,200513031.146656,-111639995.912522,91.2262500823309,0.185405152569592,1587413091.46475,-4.240773277592,,1588512423.21429,312153027.059178
Rwanda,1985-01-01,184987524.576274,-156205752.841477,91.7955337538976,0.166956419146152,1715626336.53326,4.40274833266039,,1707024864.5307,341193277.41775
Rwanda,1986-01-01,244728575.508199,-147218467.035686,91.6953854043616,0.206646755168114,1944710687.94188,5.47213748769622,,1934004691.99983,391947042.543885
Rwanda,1987-01-01,160729866.938408,-252229253.122167,96.0265675306345,0.207663722194736,2157432667.84224,-0.0240361088511634,,2143094452.6361,412959120.060575
Rwanda,1988-01-01,158571071.681488,-263114400.718617,96.4912893601621,0.158903513497536,2395492695.13767,4.4988249932552,,2381693189.34091,421685472.400105
Rwanda,1989-01-01,147651286.010921,-268140661.170694,97.7231790012704,0.164453118262436,2405022587.80045,-0.0365342731907532,,2395143830.54079,415791947.181615
Rwanda,1990-01-01,143182959.372421,-215616684.564604,93.8049640938612,0.103063326921306,2550185692.53721,-2.39929109757907,552.914642650286,2538245731.06395,358799643.937025
Rwanda,1991-01-01,139864227.507209,-205282254.709151,96.7170157651222,0.185569073721239,1911600232.09279,-2.51437965273267,544.904117586453,1900602363.14302,345146482.21636
Rwanda,1992-01-01,112984503.227722,-257577478.001894,97.0605364875392,0.0908873488346855,2029026956.63554,5.87272523759077,576.834391762213,2018772219.23349,370561981.229616
Rwanda,1993-01-01,102031305.452555,-302205616.405882,98.5814974086893,0.199390227801634,1971525718.16062,-8.10869187693984,525.63294587592,1956325718.24496,404236921.858437
Rwanda,1994-01-01,47498580.0,-440805352.727273,148.507945580447,,753636370.454545,-50.2480671045178,313.595278621529,749636370.454545,488303932.727273
Rwanda,1995-01-01,66627306.0690234,-267381347.344825,107.261463558052,1.63323925006929,1293535192.21661,35.2240783052637,512.563583591131,1298975192.17036,334008653.413848
Rwanda,1996-01-01,83373731.5038133,-278779978.489016,105.796900372769,,1382334879.40812,12.7456957629038,498.337939670149,1368386728.04902,362153709.99283
Rwanda,1997-01-01,144372276.285115,-330924956.619823,104.062999394811,0.28283988201218,1851558199.35773,13.8497524864153,505.533606543935,1835058199.27482,475297232.904938
Rwanda,1998-01-01,111106101.92074,-350608599.873455,102.816670697524,0.000480699337690438,1989343548.29917,8.8586694907101,539.079379611763,1970083548.31678,461714701.794195
Rwanda,1999-01-01,116759822.834464,-356091856.390898,104.533395527827,,2157024758.12224,4.35188832563958,563.70494697421,2145651523.09043,472851679.225362
Rwanda,2000-01-01,111245627.095943,-346126018.758286,104.438289284523,0.381930424618733,2068762706.74598,8.37092003930509,616.998080521151,2053409722.17975,457371645.85423
Rwanda,2001-01-01,142952955.102056,-288321304.300773,101.875304907796,0.468746654691474,1966548409.54858,8.48454367114164,674.944114944923,1944058155.91771,431274259.402829
Rwanda,2002-01-01,121512880.911273,-299777912.874677,102.630824280713,0.429819838527297,1965932546.35834,13.1920661336689,762.140616991933,1946881931.78617,421290793.78595
Rwanda,2003-01-01,166283216.069448,-294164481.844321,100.587070700744,0.520891633644618,2138185328.15156,2.20239896638421,776.157729043717,2107639717.18203,460447697.913769
Rwanda,2004-01-01,247001910.606764,-301211029.295713,98.3159499434156,0.469560215572157,2376464519.64036,7.44768540202412,834.545825671468,2342974114.68475,548212939.902478
Rwanda,2005-01-01,313565616.061811,-376720098.197269,97.6918719649794,0.80928640640251,2933765825.28037,9.37789831837912,916.980306862538,2906585142.94088,690285714.25908
Rwanda,2006-01-01,361305540.165703,-380268389.631999,96.4308860568741,0.679965042273694,3319711249.44189,9.22706996435612,1005.34497874951,3290266450.20848,741573929.797702
Rwanda,2007-01-01,556349242.625079,-351502408.790486,91.846773219136,1.37154702665961,4070391531.29599,7.63328026687383,1081.79307596236,4053170736.16659,907851651.415564
Rwanda,2008-01-01,583912931.212214,-780033008.27367,93.7163048808343,1.43890515869542,5179804290.63377,11.1612613227583,1193.16975298446,5142790393.12705,1363945939.48588
Rwanda,2009-01-01,588300167.916744,-911926849.484513,95.0574508042989,1.76325263351394,5674428927.60356,6.24826204150337,1242.59890674997,5637637291.11516,1500227017.40126
Rwanda,2010-01-01,657968898.009644,-967304242.721341,95.2627720917105,1.83387441125116,6124693374.47064,7.33464833286297,1315.03282157591,6073427012.72837,1625273140.73098
Rwanda,2011-01-01,871553086.276471,-991313571.353229,93.4989977147655,1.61801351783732,6884907733.00484,7.95837640253889,1412.47901765059,6827676970.26999,1862866657.6297
Rwanda,2012-01-01,918133582.794057,-1267039157.98192,93.2504248988154,,7654782978.58736,8.64151754507149,1449.60243037023,7552088043.13366,2185172740.77598
Rwanda,2013-01-01,1055111418.02396,-1228392838.20266,91.2797348957142,,7820052084.03387,4.7198553877722,1503.84088065321,7688266963.25415,2283504256.22662
Rwanda,2014-01-01,1142634545.25878,-1331862048.29688,92.9387009718221,,8239042500.28733,6.16716314598148,1664.8575541349,8050223825.71959,2474496593.55566
Rwanda,2015-01-01,1130492738.1769,-1600963675.75411,94.4998574073237,,8543869360.36164,8.85684722953748,1763.09381810099,8381525193.21527,2731456413.93101
Rwanda,2016-01-01,1340967874.7312,-1620911442.84282,92.502355230218,,8695318854.11055,5.97075689041951,1842.04873768781,8456963011.26267,2961879317.57402
Rwanda,2017-01-01,1899457346.91838,-1167568917.13402,88.7834838399768,,9252833678.08916,3.93661113192903,1934.97295529462,8961396319.86089,3067026264.0524
Rwanda,2018-01-01,2034370458.8242,-1307680425.94437,92.1929622016849,,9636510839.30707,8.53983645415515,2098.96885357199,9288783176.11826,3342050884.76857
Rwanda,2019-01-01,2258781175.60503,-1482513198.86672,90.8685899888322,,10346675636.3397,9.46402534021912,2283.57986192338,9998654484.55536,3741294374.47174
Rwanda,2020-01-01,1966296155.84172,-1682443477.9167,91.4187073912944,,10172925171.5869,-3.37398633227004,2182.38820060083,9936202817.62771,3648739633.75842
Rwanda,2021-01-01,2160640706.00291,-1726787542.33809,89.4865705978466,,11055281971.0454,10.8767337919042,2469.21199073229,10829187098.1283,3887428248.341
Rwanda,2022-01-01,2993214750.15969,-2051175362.29592,90.9154920592566,,13312796765.2336,8.15748772106373,2792.42162516676,13032928108.3742,5044390112.45561
Somalia,1960-01-01,22945943.761889,-7994014.71551926,94.7633405237752,,180459936.62083,,,180179811.293121,30939958.4774082
Somalia,1961-01-01,30659933.9496589,-13580012.4763162,97.4506868055836,,191659914.211207,-3.26198120234096,,191365775.449115,44239946.4259751
Somalia,1962-01-01,26039938.0416304,-29959994.7102365,105.041930167366,,203531927.372192,7.07665543416884,,203335810.970807,55999932.7518669
Somalia,1963-01-01,34299919.0505344,-21840004.6852157,100.498701677704,,216145935.75574,2.80880257009393,,216145935.75574,56139923.7357501
Somalia,1964-01-01,36679918.096488,-33180009.0994615,104.476931660103,,229529912.470639,-6.11062333034268,,229235719.948569,69859927.1959496
Somalia,1965-01-01,41804010.1224445,-8497983.15349847,92.297089409792,,243725897.820037,-5.94368149253904,,243529906.858601,50301993.275943
Somalia,1966-01-01,38499998.0068908,-19599992.1431471,96.1651453437772,,257375896.828298,9.09865470772144,,256577758.26824,58099990.1500379
Somalia,1967-01-01,37099985.1280999,-23379990.6278969,96.5796115440929,,271781886.573513,5.94094361661391,,271375747.856318,60479975.7559969
Somalia,1968-01-01,42699969.4432902,-18997992.3844648,94.453125,,286719885.065467,2.02997732483614,,285922033.225294,61697961.827755
Somalia,1969-01-01,48985714.2857143,-23471428.5714286,95.3088872248001,,306357284.571429,-1.69956971733171,,305542857.142857,72457142.8571429
Somalia,1970-01-01,37142857.1428571,-16857156.5714286,93.4903425810903,,322600009.142857,4.58140792145096,,322900004.571429,54000013.7142857
Somalia,1971-01-01,43907882.7892618,-22024115.4713824,94.7041069128814,,331104677.242568,2.62902233975524,,330698011.004854,65931998.2606442
Somalia,1972-01-01,65614884.5565967,-20056951.9915556,91.2380581929195,,416940943.667476,10.1008460491711,,417313604.042523,85671836.5481523
Somalia,1973-01-01,70524571.5307689,-65748611.6478148,98.6184805544758,,507028428.32238,-1.95129847755733,,508636319.431447,136273183.178584
Somalia,1974-01-01,81652120.1082847,-105321658.475826,95.6513223216976,,467577432.322093,-18.2663787418327,,469658291.416943,186973778.58411
Somalia,1975-01-01,88594086.7495781,-102494073.407862,91.8923303929313,,710850226.641914,30.0736985848187,,711151570.565711,191088160.157441
Somalia,1976-01-01,81000763.7936459,-111485331.23296,83.9210094753931,,807275808.865334,-1.01671670107798,,808498996.792454,192486095.026606
Somalia,1977-01-01,101014492.753623,-194202889.275362,117.530502688595,,498550873.043478,23.3074905117496,,497536371.014493,295217382.028986
Somalia,1978-01-01,145994475.138122,-170994342.541436,101.576848958151,,564986059.668508,3.72748908741434,,563950214.364641,316988817.679558
Somalia,1979-01-01,143504008.39895,-302427800.524934,128.239609664522,6.20713083781185,590419855.11811,-2.70846584867752,,592585306.036745,445931808.923885
Somalia,1980-01-01,200271074.389354,-333831293.700705,112.905818644722,9.48516963652223,603592656.822209,-3.9013900443196,,602724030.436746,534102368.090059
Somalia,1981-01-01,173525712.111604,-304470475.079264,115.990922669938,1.02251542815273,699112266.835764,5.66269966051284,,694610043.373494,477996187.190869
Somalia,1982-01-01,201101592.528537,-325891971.157172,112.801849440778,2.56928252919419,774419569.699066,4.072294578146,,762206606.178325,526993563.685709
Somalia,1983-01-01,173400620.331603,-360031823.145202,126.636594827475,2.95686813982111,733901365.935354,-8.75366927499189,,727809243.342824,533432443.476805
Somalia,1984-01-01,115004196.817526,-366490400.465481,122.290702863494,,788307213.438235,3.55494614901839,,744326945.786638,481494597.283007
Somalia,1985-01-01,55477537.0786517,-113728919.422151,83.1763950403898,,876404617.656501,8.15243671407279,,827405806.741573,169206456.500803
Somalia,1986-01-01,64782760.6451115,-208682717.370167,97.2317481903087,,930318705.301335,3.35275503941463,,873161504.900069,273465478.015279
Somalia,1987-01-01,67562031.2165816,-247643144.920397,91.2231648384557,,1009792724.42175,5.09690448749012,,957837185.280865,315205176.136978
Somalia,1988-01-01,50072045.8179424,-180270962.513258,93.4624547268453,,1038291284.49695,-0.553269928180583,,977731063.892038,230343008.3312
Somalia,1989-01-01,83929436.051234,-406520818.244299,106.913867855991,,1092392963.1951,-0.175911817690633,,1014833264.60481,490450254.295533
Somalia,1990-01-01,89748800.1761538,-256356574.314239,112.454651378978,,917044228.00846,-1.48407568424224,,834948071.959369,346105374.490393
Somalia,1991-01-01,,,,,,,,,
Somalia,1992-01-01,,,,,,,,,
Somalia,1993-01-01,,,,,,,,,
Somalia,1994-01-01,,,,,,,,,
Somalia,1995-01-01,,,,,,,,,
Somalia,1996-01-01,,,,,,,,,
Somalia,1997-01-01,,,,,,,,,
Somalia,1998-01-01,,,,,,,,,
Somalia,1999-01-01,,,,,,,,,
Somalia,2000-01-01,,,,,,,,,
Somalia,2001-01-01,,,,,,,,,
Somalia,2002-01-01,,,,,,,,,
Somalia,2003-01-01,,,,,,,,,
Somalia,2004-01-01,,,,,,,,,
Somalia,2005-01-01,,,,,,,,,
Somalia,2006-01-01,,,,,,,,,
Somalia,2007-01-01,,,,,,,,,
Somalia,2008-01-01,,,,,,,,,
Somalia,2009-01-01,,,,,,,,,
Somalia,2010-01-01,,,,,,,,,
Somalia,2011-01-01,,,,,,,,,
Somalia,2012-01-01,,,,,,,,,
Somalia,2013-01-01,943000002.422949,-2618000006.7267,143.871531570898,,4577000011.76017,,824.81613276527,4545000011.67795,3561000009.14965
Somalia,2014-01-01,1050999998.26998,-2852999995.29928,144.0,,5024999991.72061,7.794200252821,939.610181813774,4994349991.77152,3903999993.56926
Somalia,2015-01-01,1038000000.0,-2949000000.0,142.642924086223,,5335000000.0,15.049941474336,1086.16497990548,5305760750.00048,3987000000.0
Somalia,2016-01-01,1067000000.0,-3127000000.0,143.729671123961,,5534000000.0,8.53229303977403,1127.86619490964,5503680221.61337,4194000000.0
Somalia,2017-01-01,994000000.0,-3630000000.0,150.72205384204,,5609000000.0,2.34958276250748,1059.14393225513,5576438926.51782,4624000000.0
Somalia,2018-01-01,1119000001.18977,-4003000004.25395,153.551912568383,,5856000006.22021,7.53096925285324,1124.90124306928,5821908806.35034,5122000005.44373
Somalia,2019-01-01,1131000000.0,-4292000000.0,152.027756360833,,6485000000.0,7.45652154333887,1186.56196715729,6449308553.2931,5423000000.0
Somalia,2020-01-01,1178000000.0,-4640000000.0,153.77015836118,,6883000000.0,2.48937434554443,1190.5694304163,6844967094.26653,5818000000.0
Somalia,2021-01-01,1532000002.30039,-5012000007.53101,149.410068169856,,7628000011.46357,4.04911048809238,1254.34066361614,7585987105.66549,6544000009.8314
Somalia,2022-01-01,1363709960.0,-6024864519.99999,157.53790696493,,8126105600.0,4.79877898924205,1364.10169058781,8081105600.00001,7388574479.99999
South Sudan,1960-01-01,,,,,,,,,
South Sudan,1961-01-01,,,,,,,,,
South Sudan,1962-01-01,,,,,,,,,
South Sudan,1963-01-01,,,,,,,,,
South Sudan,1964-01-01,,,,,,,,,
South Sudan,1965-01-01,,,,,,,,,
South Sudan,1966-01-01,,,,,,,,,
South Sudan,1967-01-01,,,,,,,,,
South Sudan,1968-01-01,,,,,,,,,
South Sudan,1969-01-01,,,,,,,,,
South Sudan,1970-01-01,,,,,,,,,
South Sudan,1971-01-01,,,,,,,,,
South Sudan,1972-01-01,,,,,,,,,
South Sudan,1973-01-01,,,,,,,,,
South Sudan,1974-01-01,,,,,,,,,
South Sudan,1975-01-01,,,,,,,,,
South Sudan,1976-01-01,,,,,,,,,
South Sudan,1977-01-01,,,,,,,,,
South Sudan,1978-01-01,,,,,,,,,
South Sudan,1979-01-01,,,,,,,,,
South Sudan,1980-01-01,,,,,,,,,
South Sudan,1981-01-01,,,,,,,,,
South Sudan,1982-01-01,,,,,,,,,
South Sudan,1983-01-01,,,,,,,,,
South Sudan,1984-01-01,,,,,,,,,
South Sudan,1985-01-01,,,,,,,,,
South Sudan,1986-01-01,,,,,,,,,
South Sudan,1987-01-01,,,,,,,,,
South Sudan,1988-01-01,,,,,,,,,
South Sudan,1989-01-01,,,,,,,,,
South Sudan,1990-01-01,,,,,,,,,
South Sudan,1991-01-01,,,,,,,,,
South Sudan,1992-01-01,,,,,,,,,
South Sudan,1993-01-01,,,,,,,,,
South Sudan,1994-01-01,,,,,,,,,
South Sudan,1995-01-01,,,,,,,,,
South Sudan,1996-01-01,,,,,,,,,
South Sudan,1997-01-01,,,,,,,,,
South Sudan,1998-01-01,,,,,,,,,
South Sudan,1999-01-01,,,,,,,,,
South Sudan,2000-01-01,,,,,,,,,
South Sudan,2001-01-01,,,,,,,,,
South Sudan,2002-01-01,,,,,,,,,
South Sudan,2003-01-01,,,,,,,,,
South Sudan,2004-01-01,,,,,,,,,
South Sudan,2005-01-01,,,,,,,,,
South Sudan,2006-01-01,,,,,,,,,
South Sudan,2007-01-01,,,,,,,,,
South Sudan,2008-01-01,9630874288.71993,5074239994.26194,51.3099630042477,,14586253383.0632,,2884.61080363552,,4556634294.45799
South Sudan,2009-01-01,7377203307.64568,3154793445.31994,61.9248193214396,,12231264525.0671,5.04164187983342,2915.53416118557,,4222409862.32574
South Sudan,2010-01-01,8970707666.27619,4661787149.1171,57.7572414512013,,14602072410.9506,5.49341639529945,2957.19653834073,,4308920517.1591
South Sudan,2011-01-01,9850171395.11542,5802726798.26029,51.5727046612723,,14907308932.7534,-4.64031673600859,2730.00512680984,8550148979.59184,4047444596.85514
South Sudan,2012-01-01,5110494406.77966,1675690949.15254,78.8461033786818,,11931472169.4915,-46.0821223743007,1435.67923290428,11486155559.322,3434803457.62712
South Sudan,2013-01-01,1794877728.81356,-5772963152.54237,119.912388522836,,18426469016.9492,13.1297311406943,1957.28434851863,17413371593.2203,7567840881.35593
South Sudan,2014-01-01,5360319322.0339,1696229694.91525,79.8567741480268,,13962212847.4576,3.37364847715736,1407.69902776408,11954212847.4576,3664089627.11864
South Sudan,2015-01-01,4397355862.60474,929991454.414294,86.4978940207942,,11997800760.2242,-10.7933646271143,1181.93160266504,10522802563.6757,3467364408.19044
South Sudan,2016-01-01,,,,,,,,,
South Sudan,2017-01-01,,,,,,,,,
South Sudan,2018-01-01,,,,,,,,,
South Sudan,2019-01-01,,,,,,,,,
South Sudan,2020-01-01,,,,,,,,,
South Sudan,2021-01-01,,,,,,,,,
South Sudan,2022-01-01,,,,,,,,,
Sudan,1960-01-01,163986215.290024,17518667.4828221,86.1040285568588,,1126364161.7644,,,1132107987.1686,146467547.807201
Sudan,1961-01-01,162837450.209183,-12636415.8892488,85.11038046031,,1222860428.55503,0.0223913336718056,,1222573237.28482,175473866.098432
Sudan,1962-01-01,194141298.662094,-5743825.40420398,84.1513513513514,,1328259624.72217,6.91584215438297,,1323377373.1286,199885124.066298
Sudan,1963-01-01,225732338.385216,-18093050.0232425,87.4814027630181,,1351234926.33899,-2.84697168071524,,1351522117.6092,243825388.408459
Sudan,1964-01-01,215680643.927859,-33314187.3443831,89.0980554406289,,1388282600.1961,-1.1204491178589,,1386559452.57484,248994831.272242
